City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Nuevo Progreso,MX,2022-04-09 23:05:10,23.1667,-97.95,78.55,48,7,7.0
283,Port Macquarie,AU,2022-04-09 23:05:10,-31.4333,152.9167,71.89,81,11,5.26
284,Port Blair,IN,2022-04-09 23:05:10,11.6667,92.75,80.46,78,94,1.16
285,Matara,LK,2022-04-09 23:05:11,5.9485,80.5353,76.26,89,94,8.32
286,Da Lat,VN,2022-04-09 23:05:11,11.9465,108.4419,56.98,91,94,2.04
287,Basoko,CD,2022-04-09 23:05:11,1.2391,23.616,74.68,71,83,3.69
288,Ponta Do Sol,PT,2022-04-09 23:05:11,32.6667,-17.1,62.01,77,25,5.46
289,San Jose,US,2022-04-09 23:04:32,37.3394,-121.895,78.85,29,20,18.41
290,Aitape,PG,2022-04-09 23:05:12,-3.1374,142.3475,80.98,82,97,4.65
291,Tilichiki,RU,2022-04-09 22:56:14,60.4667,166.1,22.6,77,54,2.86
292,Vostok,RU,2022-04-09 23:05:12,46.4856,135.8833,35.47,73,77,3.85
293,Labuhan,ID,2022-04-09 23:05:13,-6.8844,112.2051,76.66,88,99,7.99
294,Moroni,KM,2022-04-09 23:05:13,-11.7022,43.2551,81.01,80,68,6.91
